title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
Luxury Built 5 Bedroom Detached Duplex,detached duplex,"beautifully designed home plus bq in a secured area, omole phase 1, ikeja, lagos",550000000.0,high,5.0,5.0,110000000.0,,2026-01-24,NaT,Lagos
3 Bedroom Luxury Terrace Duplex With Bq,house,"ambiance 2 with  c of o, located at cannaan estate by lbs, sangotedo, ajah, lagos",135000000.0,high,3.0,3.0,45000000.0,,2026-01-24,NaT,Lagos
"5 Bedroom Semi Detached Duplex At Adeniyi Jones,ikeja",semi detached duplex,"adeniyi jones, ikeja, lagos",600000000.0,high,5.0,,120000000.0,,2026-01-24,NaT,Lagos
Newly Built Two Bedroom Apartment,flat/apartment,"ifako, gbagada, lagos",75000000.0,high,2.0,2.0,37500000.0,,2026-01-23,NaT,Lagos
4 Bedroom Penthouse With Bq & Swimming Pool,flat/apartment,"off convenant way, ilasan, lekki, lagos",460000000.0,high,4.0,4.0,115000000.0,,2026-01-24,NaT,Lagos
4 Bed Semi Detached With Bq In Secured Gated Estate,semi detached duplex,"ikota gra estate, ikota villa, ikota, lekki, lagos",185000000.0,high,4.0,4.0,46250000.0,,2026-01-24,NaT,Lagos
Premium 3 Bedroom Apartment,flat/apartment,"ikate, lekki, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-24,NaT,Lagos
Newly 4 Bedrom Fully Detach Duplex+ Bq,house,"inside magodo brooks estate, magodo gra phase 2, gra phase 2, magodo, lagos",500000000.0,high,4.0,5.0,125000000.0,,2026-01-24,NaT,Lagos
Spacious 3 Bedrooms Detached Bungalow Sitting On 1 Plot Of Land,land,"abijo, g.r.a, ajah, lagos",60000000.0,high,3.0,3.0,20000000.0,,2026-01-23,NaT,Lagos
Land With Government Approved Excision,land,"oke-ogun, ibeju lekki, lagos",18000000.0,mid,,,,,2026-01-24,NaT,Ogun
Spacious 2bedroom,flat/apartment,"off spg road igbo-efo, lekki, lagos",95000000.0,high,2.0,2.0,47500000.0,,2026-01-24,NaT,Lagos
Newly Built 4 Bedroom Detached Duplex With Bq Mortgage Available,detached duplex,"orchid road, lekki, lagos",330000000.0,high,4.0,5.0,82500000.0,,2026-01-24,NaT,Lagos
10000 Sqm Commercial Plots Of Land Directly,land,"cheveron drive, lekki, lagos",7500000000.0,high,,,,2025-10-07,2026-01-08,2025-10,Lagos
Brand New And Smart 3 Bedroom Apartment With A Pool And A Bq,flat/apartment,"ikeja gra, ikeja, lagos",400000000.0,high,3.0,3.0,133333333.3,,2026-01-23,NaT,Lagos
Luxury And Admirable 2 Bedroom Apartment With Swimming Pool With Ac's,flat/apartment,"lekki phase 1, lekki, lagos",330000000.0,high,2.0,2.0,165000000.0,,2026-01-23,NaT,Lagos
"Brand, Spacious & Luxury 2 Bedroom Flat",flat/apartment,"lekki phase 1, lekki, lagos",330000000.0,high,2.0,2.0,165000000.0,2026-12-01,2026-01-23,2026-12,Lagos
Vibrant 5 Bedroom Detached Duplex With Swimming Pool & Bq,detached duplex,"agungi, lekki, lagos",350000000.0,high,5.0,5.0,70000000.0,2025-01-12,2026-01-23,2025-01,Lagos
"Fully Fenced, Dry & Firm Regular Shaped 3 Plots Of Land",land,"awoyaya, ibeju lekki, lagos",150000000.0,high,,,,,2026-01-23,NaT,Lagos
Fully Fenced And Well Located Land Measuring Appr. 900 Square Meters,land,"awoyaya, ibeju lekki, lagos",50000000.0,mid,,,,,2026-01-23,NaT,Lagos
Stunning 4-bedroom Semi Detached Duplex With A Room Boy's Quarter,semi detached duplex,"greenwich garden, mile 12, kosofe, lagos",250000000.0,high,4.0,4.0,62500000.0,,2026-01-23,NaT,Lagos
Modern & Luxurious 4 Bedroom Detached Duplex,detached duplex,"olokonla, ajah, lagos",180000000.0,high,4.0,4.0,45000000.0,,2026-01-23,NaT,Lagos
"Stunning & Classic 5 Bedroom Detached Duplex With Pool, Gym & Bq",detached duplex,"ikota, lekki, lagos",460000000.0,high,5.0,5.0,92000000.0,2025-09-12,2026-01-23,2025-09,Lagos
Stunning 5 Bedroom Detached Duplex With Swimming Pool & Bq,detached duplex,"chevron tollgate, lekki, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-23,NaT,Lagos
Amazing & Spacious 5 Bedroom Detached Duplex With Bq,detached duplex,"chevron, lekki, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-23,NaT,Lagos
Vibrant 4 Bedroom Semi-detached Duplex,semi detached duplex,"chevron tollgate, lekki, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-23,NaT,Lagos
Elegant 5 Bedroom Detached Duplex With Swimming Pool & Bq,detached duplex,"chevron tollgate, lekki, lagos",360000000.0,high,5.0,5.0,72000000.0,2026-09-01,2026-01-23,2026-09,Lagos
"Charming 5 Bedroom Detached Duplex With Pool, Rooftop Terrace & Bq",detached duplex,"chevron tollgate, lekki, lagos",395000000.0,high,5.0,5.0,79000000.0,2026-09-01,2026-01-23,2026-09,Lagos
Lovely & Vibrant 4 Bedroom Detached Duplex With A Bq,detached duplex,"chevron tollgate, lekki, lagos",260000000.0,high,4.0,4.0,65000000.0,2026-06-01,2026-01-23,2026-06,Lagos
Strategically Located Land Measuring 600 Square Meters,land,"off freedom way, lekki, lagos",700000.0,low,,,,,2026-01-23,NaT,Lagos
"Stunning 5 Bedroom Detached Duplex With A Pool, Gym And Cinema",detached duplex,"chevron tollgate, lekki, lagos",680000000.0,high,5.0,5.0,136000000.0,,2026-01-23,NaT,Lagos
"Stunning 5 Bedroom Detached Duplex With A Swimming Pool, Cinema & Bq",detached duplex,"megamound estate, lekki, lagos",660000000.0,high,5.0,6.0,132000000.0,,2026-01-23,NaT,Lagos
Brand New & Tastefully Finished 5 Bedroom Detached Duplex With Bq,detached duplex,"nike art gallery, lekki, lagos",750000000.0,high,5.0,4.0,150000000.0,,2026-01-23,NaT,Lagos
Spacious 3 Bedrooms Detached Bungalow Sitting On 1 Plot Of Land,land,"abijo, g.r.a, ajah, lagos",60000000.0,high,3.0,3.0,20000000.0,,2026-01-23,NaT,Lagos
"Serviced Luxury Off Plan Glass 2 Bedrooms Condo With Concierge, Pool, Bq",flat/apartment,"ahmadu bello way, victoria island (vi), lagos",350000000.0,high,2.0,2.0,175000000.0,,2025-11-14,NaT,Lagos
Newly Big 3 Bedrom Flat + Bq + Gym + S/pool + All Amenities,flat/apartment,"lovely environment inside ikeja gra, ikeja lagos., ikeja gra, ikeja, lagos",380000000.0,high,3.0,4.0,126666666.7,,2026-01-24,NaT,Lagos
Newly 4 Bedrom Flat +bq+gym +s/pool + Amenities,flat/apartment,"inside ikeja gra, ikeja lagos, ikeja gra, ikeja, lagos",500000000.0,high,4.0,5.0,125000000.0,,2026-01-24,NaT,Lagos
"2 Bedroom Apartment At Allen,ikeja",flat/apartment,"allen, ikeja, lagos",160000000.0,high,2.0,,80000000.0,,2026-01-24,NaT,Lagos
2 Bedrooms Apartments,flat/apartment,"admiralty way, lekki phase 1, lekki, lagos",250000000.0,high,2.0,2.0,125000000.0,,2026-01-25,NaT,Lagos
Exclusive 5 Bedroom Mansion,flat/apartment,"banana island, ikoyi, lagos",9000000000.0,high,5.0,5.0,1800000000.0,,2026-01-14,NaT,Lagos
"Fully Fenced, Dry & Firm Regular Shaped 3 Plots Of Land",land,"awoyaya, ibeju lekki, lagos",150000000.0,high,,,,,2026-01-23,NaT,Lagos
Luxury 6 Bedroom Fully Detached Duplex Mansion,fully detached,"egbeda, alimosho, lagos",600000000.0,high,6.0,6.0,100000000.0,,2026-01-18,NaT,Lagos
5 Bedroom Fully Detached Duplex With Bq,fully detached,"adeniyi jones, ikeja, lagos",450000000.0,high,5.0,6.0,90000000.0,,2026-01-22,NaT,Lagos
Industrial Property Featuring Warehouses & Admin Block,warehouse,"ijora causeway road, ijora, apapa, lagos",4500000000.0,high,,,,,2026-01-24,NaT,Lagos
Land Measuring 800sqms Available,land,"orange island, lekki, lagos",650000000.0,high,,,,,2026-01-24,NaT,Lagos
3 Bedroom Semi Detached Duplex At Olowora,semi detached duplex,"olowora, magodo, lagos",140000000.0,high,3.0,,46666666.67,,2026-01-24,NaT,Lagos
4 Bedrm Duplex + 3 Units 3 Bedrom Flat +3 W.hse (all Commercial Use),house,"facing directly on cmd road, magodo gra 2, shangisha lagos, gra phase 2, magodo, lagos",1200000000.0,high,10.0,10.0,120000000.0,,2026-01-24,NaT,Lagos
Furnished 5 Bedrooms Semi Detached Duplex In Front & 2nos (3 Bedrooms,semi detached duplex,"ilasan lekki off salem bus stop lagos, lekki, lagos",435000000.0,high,11.0,11.0,39545454.55,,2026-01-24,NaT,Lagos
Premium 4 Bedroom Fully Detached Duplex With  Bq.,fully detached,"orchid, lekki, lagos",170000000.0,high,4.0,4.0,42500000.0,,2026-01-24,NaT,Lagos
4bedroom Fluid Detached Duplex With Bq,detached duplex,"ogba, ikeja, lagos",300000000.0,high,4.0,5.0,75000000.0,,2026-01-24,NaT,Lagos
4 Bedroom Spacious Apartment,flat/apartment,"lekki phase 1 admiralty, lekki, lagos",385000000.0,high,4.0,4.0,96250000.0,,2026-01-24,NaT,Lagos
4 Bedroom Semi Detached Duplex At Surulere,semi detached duplex,"surulere, lagos",295000000.0,high,4.0,,73750000.0,,2026-01-24,NaT,Lagos
Luxury 4 Bedroom Terrace Duplex Townhouse,house,"adeola odeku, victoria island (vi), lagos",950000000.0,high,4.0,4.0,237500000.0,,2026-01-17,NaT,Lagos
3 Bedrooms Furnished Semi Detached Bungalow,semi detached duplex,"ajah, lagos",90000000.0,high,3.0,3.0,30000000.0,,2026-01-21,NaT,Lagos
Elegant Well-finished 4 Bedroom Semi-detached Duplex With Big Rooms.,semi detached duplex,"aqua view estate, ogudu, lagos",280000000.0,high,4.0,4.0,70000000.0,,2026-01-11,NaT,Lagos
Commercial 5 Units Of Flat With 3 Units Of Bq,flat/apartment,"fola osibo street, lekki phase 1, lekki, lagos",2000000000.0,high,,,,,2026-01-24,NaT,Lagos
Land Measuring 750 Sqm With Demolishable Structure,land,"lekki phase 1, lekki, lagos",1200000000.0,high,,,,,2026-01-24,NaT,Lagos
Elegantly Built 5 Bedroom Fully Detached Home With Swimming Pool,fully detached,"lekki phase 1, lekki, lagos",1200000000.0,high,5.0,5.0,240000000.0,,2026-01-24,NaT,Lagos
Premium 5 Bedroom Fully Detached Duplex With Bq,fully detached,"osapa, lekki, lagos",550000000.0,high,5.0,,110000000.0,,2026-01-24,NaT,Lagos
"Fully Serviced With 24 Hours Power 2-bed Apartment, On 4 Floors + Lift",flat/apartment,"eletu avenue, osapa, lekki, lagos",115000000.0,high,2.0,2.0,57500000.0,2025-08-03,2026-01-24,2025-08,Lagos
"Aesthetically Pleasing 2 Bedroom Apartment With Pool, Gym And Elevator",flat/apartment,"ikate elegushi, lekki, lagos",170000000.0,high,2.0,2.0,85000000.0,,2026-01-24,NaT,Lagos
4 Bedrooms Terrace,flat/apartment,"parkview, ikoyi, lagos",1000000000.0,high,4.0,4.0,250000000.0,,2026-01-24,NaT,Lagos
Available Plot Of Land Per Sqm Under Dredge Construction In Parkview,land,"parkview, ikoyi, lagos",1300000.0,low,,,,2025-10-12,2026-01-24,2025-10,Lagos
Perfectly Located 1151sqm Commercial Land Facing The Express,land,"sapphire gardens estate awoyaya ibeju-lekki lagos, awoyaya, ibeju lekki, lagos",450000000.0,high,,,,,2026-01-24,NaT,Lagos
Luxury 2 Bedroom Apartment,flat/apartment,"abijo, lekki, lagos",57000000.0,high,2.0,,28500000.0,,2026-01-24,NaT,Lagos
Newly Built 5  Bedroom Semi Detached Duplex With A Room Bq,semi detached duplex,"adeniyi jones, ikeja, lagos",600000000.0,high,5.0,5.0,120000000.0,,2026-01-21,NaT,Lagos
Spacious Lovely 5 Bedrooms Terraced Duplex + Bq,terraced duplex,"spg road, ologolo, lekki, lagos",185000000.0,high,5.0,5.0,37000000.0,,2026-01-24,NaT,Lagos
Newly Built 5 Bedroom Fully Detached Duplex With Bq In A Gated Estate,fully detached,"opic, isheri north, lagos",260000000.0,high,5.0,5.0,52000000.0,,2026-01-24,NaT,Lagos
5-bed Semi-detached Townhouse On 3 Floors +bq In A Secured Mini Estate,semi detached duplex,"ikota, lekki, lagos",225000000.0,high,5.0,5.0,45000000.0,2025-06-03,2026-01-24,2025-06,Lagos
Land Measuring 800sqms Available,land,"orange island, lekki, lagos",650000000.0,high,,,,,2026-01-24,NaT,Lagos
Luxury 5-bedroom Fully Detached Duplex With Extra 3 Rooms,fully detached,"ikoyi, lagos",2500000000.0,high,5.0,5.0,500000000.0,,2026-01-24,NaT,Lagos
Well Built 3 Bedroom Apartment In A Serene Location,flat/apartment,"ipaja, lagos",60000000.0,high,3.0,,20000000.0,,2026-01-24,NaT,Lagos
Oligarch Standard 5 Bedroom Super Luxury Home,flat/apartment,"ikoyi, lagos",2500000000.0,high,5.0,5.0,500000000.0,,2026-01-24,NaT,Lagos
Affordable Land With Instant Allocation,land,"idowa expressway ketu-omu epe ikorodu road, epe, lagos",5000000.0,low,,,,,2026-01-24,NaT,Lagos
Off Plan 4 Bedroom Terrace Duplex With Bq,house,"off admiralty, lekki phase 1, lekki, lagos",550000000.0,high,4.0,4.0,137500000.0,,2026-01-15,NaT,Lagos
Newly Built 4 Bedroom Fully Detached Duplex With Bq,fully detached,"ogba, ikeja, lagos",380000000.0,high,4.0,,95000000.0,,2026-01-21,NaT,Lagos
Exquisitely Built 2 Bedroom Apartments,flat/apartment,"allen, ikeja, lagos",160000000.0,high,2.0,,80000000.0,,2026-01-22,NaT,Lagos
Exquisitely Finished 3 Bedroom Apartment,flat/apartment,"lekki phase 1, lekki, lagos",470000000.0,high,3.0,,156666666.7,,2026-01-19,NaT,Lagos
4 Bedrooms Terrace,flat/apartment,"parkview, ikoyi, lagos",1000000000.0,high,4.0,4.0,250000000.0,,2026-01-24,NaT,Lagos
Exquisitely Spaciously Built 5 Bedroom Detached Duplex With Bq,detached duplex,"gra, ogudu, lagos",700000000.0,high,5.0,,140000000.0,,2026-01-20,NaT,Lagos
Lovely Built 3 Bedroom Terraced Duplex .,terraced duplex,"sangotedo, ajah, lagos",85000000.0,high,3.0,,28333333.33,,2026-01-19,NaT,Lagos
A Nearly Completed 3 Bedroom Apartment .,flat/apartment,"sangotedo, ajah, lagos",60000000.0,high,3.0,,20000000.0,,2026-01-19,NaT,Lagos
Newly Built 5  Bedroom Fully Detached Duplex With A Room Bq,fully detached,"adeniyi jones, ikeja, lagos",600000000.0,high,5.0,,120000000.0,,2026-01-22,NaT,Lagos
Newly Built 5 Bedroom Detached Duplex On A Conner Piece,detached duplex,"opic, isheri north, lagos",270000000.0,high,5.0,5.0,54000000.0,,2026-01-25,NaT,Lagos
Tastefully Built 4 Bedroom Semi Detached Duplex.,semi detached duplex,"ikota, lekki, lagos",190000000.0,high,4.0,,47500000.0,2026-12-01,2026-01-12,2026-12,Lagos
Tastefully Built  4 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"ikota, lekki, lagos",150000000.0,high,4.0,,37500000.0,2026-12-01,2026-01-12,2026-12,Lagos
Newly Built 5 Bedroom Fully Detached Duplex,fully detached,"ojodu berger, ojodu, lagos",390000000.0,high,5.0,,78000000.0,,2026-01-19,NaT,Lagos
Exquisitely Built 4 Bedroom Semi Detached Duplex,semi detached duplex,"surulere, lagos",295000000.0,high,4.0,,73750000.0,,2026-01-20,NaT,Lagos
Newly Built 5 Bedroom Terrace Duplex With A Room Bq,house,"ajao estate, airport road, ikeja, lagos",260000000.0,high,5.0,,52000000.0,,2026-01-19,NaT,Lagos
Newly Built 4 Bedroom Terrace Duplex With A Room Bq,house,"ikeja, lagos",240000000.0,high,4.0,,60000000.0,,2026-01-19,NaT,Lagos
Spaciously Built 4 Bedroom Fully Detached Duplex With Bq,fully detached,"magodo, lagos",270000000.0,high,4.0,,67500000.0,,2026-01-19,NaT,Lagos
"Standard 5 Bedroom Detached In Ikoyi With Swimming Pool, Elevator, Gym",flat/apartment,"ikoyi, lagos",1400000000.0,high,5.0,,280000000.0,,2026-01-24,NaT,Lagos
Nicely Built 3 Bedroom Apartment,flat/apartment,"yaba, lagos",160000000.0,high,3.0,,53333333.33,,2026-01-22,NaT,Lagos
Spacious 4 Bedroom Fully Detached Duplex,fully detached,"lekki, ajah, lagos",240000000.0,high,4.0,4.0,60000000.0,,2026-01-24,NaT,Lagos
Luxury 2 Bedrooms,flat/apartment,"kusenla way, ikate, lekki, lagos",150000000.0,high,2.0,3.0,75000000.0,2025-02-12,2026-01-16,2025-02,Lagos
"Elegantly Built 4 Bedroom Maisonette With Swimming Pool, Gym & Elevator",flat/apartment,"lekki phase 1, lekki, lagos",600000000.0,high,4.0,,150000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Elegantly Built 4 Bedroom Maisonette,flat/apartment,"lekki phase 1, lekki, lagos",550000000.0,high,4.0,,137500000.0,2026-12-01,2026-01-12,2026-12,Lagos
"Fully Serviced 2  Bedroom Apartment With Elevator, Gym & Swimming Pool",flat/apartment,"lekki phase 1, lekki, lagos",290000000.0,high,2.0,,145000000.0,2026-12-01,2026-01-12,2026-12,Lagos
"Luxuriously Built 5 Bedroom Fully Detached Duplex With Cinema, Pool &",fully detached,"osapa, lekki, lagos",900000000.0,high,5.0,,180000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Newly 4 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"gra phase 1, magodo, lagos",340000000.0,high,4.0,,85000000.0,,2026-01-20,NaT,Lagos
Tastefully Built 2 Bedroom Serviced Apartment,flat/apartment,"ologolo, lekki, lagos",140000000.0,high,2.0,,70000000.0,2026-12-01,2026-01-12,2026-12,Lagos
4 Bedroom Semi Detached Duplex.,semi detached duplex,"ikota, lekki, lagos",200000000.0,high,4.0,,50000000.0,2026-12-01,2026-01-12,2026-12,Lagos
5 Bedroom Fully Detached Duplex .,fully detached,"ikota, lekki, lagos",400000000.0,high,5.0,,80000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Tastefully Built 5 Bedroom Fully Detached Duplex With Bq,fully detached,"ikota, lekki, lagos",460000000.0,high,5.0,,92000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Impeccably Built 5 Bedroom Fully Detached Duplex With Bq,fully detached,"ikota, lekki, lagos",450000000.0,high,5.0,,90000000.0,2026-12-01,2026-01-12,2026-12,Lagos
5 Bedroom Fully Detached Duplex With Pool & Bq.,fully detached,"ikota, lekki, lagos",400000000.0,high,5.0,,80000000.0,2026-12-01,2026-01-12,2026-12,Lagos
4 Bedroom Fully Detached Duplex,fully detached,"ikota, lekki, lagos",170000000.0,high,4.0,4.0,42500000.0,,2026-01-24,NaT,Lagos
Stunning  Fully Serviced 4 Bedroom Terrace Duplex With Bq,house,"ikate, lekki, lagos",300000000.0,high,4.0,,75000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Newly Built Serviced 2 Bedroom Penthouse With Elevator.,flat/apartment,"chevron toll gate, lekki, lagos",120000000.0,high,2.0,,60000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Lovely 3 Bedroom Terraced Duplex.,terraced duplex,"abraham adesanya, ajah, lagos",95000000.0,high,3.0,,31666666.67,2026-12-01,2026-01-12,2026-12,Lagos
Most Affordable 3  Bedroom Terraced Duplex.,terraced duplex,"ajah, lagos",80000000.0,high,3.0,,26666666.67,2026-12-01,2026-01-12,2026-12,Lagos
Lovely Built 4 Bedroom Terrace Duplex,house,"gbagada, lagos",210000000.0,high,4.0,,52500000.0,,2026-01-20,NaT,Lagos
"A Well-detailed , Almost Completed 2 Bedroom Apartment .",flat/apartment,"abraham adesanya, lekki, lagos",85000000.0,high,2.0,,42500000.0,,2026-01-19,NaT,Lagos
4 Bedroom Terraced Duplex .,terraced duplex,"abraham adesanya, ajah, lagos",105000000.0,high,4.0,,26250000.0,,2026-01-19,NaT,Lagos
Tastefully Built 3 Bedroom Terraced Duplex .,terraced duplex,"abraham adesanya, ajah, lagos",95000000.0,high,3.0,,31666666.67,,2026-01-19,NaT,Lagos
"Serviced Luxury Off Plan Glass 2 Bedrooms Condo With Concierge, Pool, Bq",flat/apartment,"ahmadu bello way, victoria island (vi), lagos",350000000.0,high,2.0,2.0,175000000.0,,2025-11-14,NaT,Lagos
Architecturally Designed 4 Bedroom Terrace Duplex With Bq,house,"exquisitely designed home with bq in a secured estate, ogba, ikeja, lagos",250000000.0,high,4.0,4.0,62500000.0,,2026-01-24,NaT,Lagos
Luxurious 5 Bedroom Detached Duplex With Bq In Serene Estate,detached duplex,"opebi, ikeja, lagos",690000000.0,high,5.0,6.0,138000000.0,,2026-01-24,NaT,Lagos
Furnished 3 Bedroom Maisonette,flat/apartment,"off freedom way, lekki phase 1, lekki, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-24,NaT,Lagos
Contemporary 4 Bedroom Terraced  Duplex With Bq,terraced duplex,"lekki phase 1, lekki, lagos",600000000.0,high,4.0,,150000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Partly Furnished 2 Bedroom Apartment With Elevator,flat/apartment,"lekki phase 1, lekki, lagos",190000000.0,high,2.0,,95000000.0,2026-12-01,2026-01-12,2026-12,Lagos
3 Bedroom Apartment,flat/apartment,"prime water gardens 2, ikate elegushi, lekki, lagos",150000000.0,high,3.0,3.0,50000000.0,,2026-01-24,NaT,Lagos
Spacious 6 Bedroom Fully Detached Smart Home With 3bqs,fully detached,"banana island, ikoyi, lagos",5000000000.0,high,6.0,6.0,833333333.3,,2026-01-24,NaT,Lagos
Exclusively Built 5 Bedroom Detached With Swimming Pool,flat/apartment,"banana island, ikoyi, lagos",4500000000.0,high,5.0,,900000000.0,2026-12-01,2026-01-12,2026-12,Lagos
Massive 8 Units Of 2bedroom And 4 Units Of Room &parlor,flat/apartment,"ologunfe awoyaya ibeju-lekki lagos, awoyaya, ibeju lekki, lagos",150000000.0,high,2.0,2.0,75000000.0,,2026-01-24,NaT,Lagos
Nicely Finished 3 Bedroom Flat ( 2nd Floor ),flat/apartment,"fashola estate monastery road sangotedo, sangotedo, ajah, lagos",50000000.0,mid,3.0,3.0,16666666.67,,2026-01-24,NaT,Lagos
Well Built 4 Bedroom Terraced Duplex With Bq,terraced duplex,"old ikoyi, ikoyi, lagos",950000000.0,high,4.0,,237500000.0,,2026-01-24,NaT,Lagos
Massively Built 5 Bedroom Detached With Private Cinema,flat/apartment,"old ikoyi, ikoyi, lagos",4500000000.0,high,5.0,,900000000.0,2026-12-01,2026-01-12,2026-12,Lagos
4 Bedroom Terrace Duplex All En-suite,house,"ikota, lekki, lagos",130000000.0,high,4.0,4.0,32500000.0,,2026-01-24,NaT,Lagos
"Elegantly Built 4 Bedroom Maisonette With Swimming Pool, Gym And Eleva",flat/apartment,"ikoyi, lagos",1700000000.0,high,4.0,,425000000.0,,2026-01-24,NaT,Lagos
Brand New 3 Bedrooms Semi Detached Duplex With Bq,semi detached duplex,"abraham adesanya left, ajah, lagos",120000000.0,high,3.0,4.0,40000000.0,,2026-01-24,NaT,Lagos
